Date,y
3/7/17,-0.10051696
4/25/14,-0.20103072
8/19/20,0.73134637
7/28/16,0.08899321
10/22/13,0.2462005
6/9/21,-0.2514664
11/20/14,0.14080888
4/1/13,-0.23995933
8/6/14,0.027270071
12/1/14,0.2504848
7/6/16,0.048776686
1/22/15,0.47640547
11/11/15,0.6575494
1/30/14,0.14078942
12/20/21,-0.017334908
6/3/20,2.0909762
6/9/16,0.0336375
10/14/16,-0.16479237
11/14/19,-0.08695806
8/31/12,0.218876
11/14/14,0.13028818
3/29/18,-0.15398148
2/26/21,0.7261119
4/13/17,-0.02719266
8/16/21,-0.0648952
12/27/21,0.008866295
3/9/17,-0.034760147
6/27/13,0.2862125
12/31/19,-0.32067886
6/11/15,0.36679745
3/5/15,0.47643152
6/20/19,-0.09993446
5/16/16,0.139813
7/12/16,0.14094472
4/26/16,0.40308046
5/15/12,0.2761071
4/16/15,0.50882316
10/15/20,-0.21439336
5/27/16,0.046081975
4/5/17,-0.0013988167
11/13/19,-0.08506325
9/12/13,0.41360438
2/4/21,-0.22090515
9/9/20,0.119148746
9/13/16,-0.049045146
11/3/17,-0.055445947
12/28/15,0.19274306
3/7/19,-0.10145513
2/9/12,0.41647398
4/16/21,0.09645906
8/31/15,0.3577251
10/16/20,-0.0968225
12/16/19,-0.1392409
11/12/20,-0.2666144
1/22/18,-0.16289188
2/5/21,-0.033483207
2/28/13,0.16699037
1/24/19,-0.3558276
1/24/18,-0.1791403
4/3/18,-0.1402044
5/20/19,0.066554755
8/15/17,-0.24463978
5/28/20,2.0844502
12/9/14,0.4991733
9/27/18,-0.056818753
1/14/16,0.121864885
6/10/21,-0.08277126
6/15/15,0.019428767
6/15/21,-0.02375267
5/15/12,0.21089378
10/3/19,-0.1178494
3/12/15,0.1639846
9/8/16,0.20834944
3/27/18,-0.1630697
3/26/18,-0.10574977
6/9/21,-0.17048505
12/4/13,0.1410584
4/10/14,-0.08675591
2/20/20,-0.07182698
11/25/15,0.63582003
2/4/15,0.6081083
8/31/16,0.00875935
12/7/18,0.030260198
4/6/21,-0.086759955
4/21/16,0.30671272
9/12/14,-0.40501866
10/30/19,-0.03945674
5/14/20,3.8908465
8/19/15,0.24573305
2/1/18,-0.0056639463
2/12/20,-0.037385955
5/14/13,0.19763649
8/4/16,-0.00039342046
11/22/13,0.008312486
6/30/16,-0.14093104
10/14/21,-0.09671535
3/19/15,-0.022598118
5/3/12,0.093785286
9/27/19,-0.0030476786
10/26/12,0.19079319
11/9/12,-0.20172714
1/24/18,-0.17713687
5/18/20,3.0088391
5/13/16,0.18755984
3/23/16,0.19090632
5/28/14,-0.020827077
9/24/19,-0.11850861
3/13/12,0.088341296
2/19/20,-0.034459084
10/1/20,-0.2541856
1/8/20,-0.23355101
12/5/17,0.06897268
1/15/20,-0.023331009
4/27/17,0.11436075
6/1/12,0.31355274
3/2/16,0.784058
9/29/17,-0.16783227
9/26/18,0.06238421
6/11/15,0.18517941
1/13/21,-0.34864306
